title,salary,location,employer,employer_rating,summary,search_city,search_role
Data Analyst (W/M/D) Im Profisport,,Nordrhein-Westfalen,Michael Page,"3,5",Der professionelle (Ball-)Sportverein ist über die Landesgrenzen von NRW bekannt und steht für eine innovative Herangehensweise im Sportbetrieb.,Cologne,data analyst
Creative Product Owner For International Top Clients (All Ge...,,Köln,Cocomore AG,,Know-how in dealing with a comprehensive set of agile methods as well as a basic understanding of web technologies and the interpretation of web analytics data.,Cologne,data analyst
Hr Data Analyst (M/W/D),,Bonn,Aschert & Bohrmann GmbH,,Im Kundenauftrag suchen wir im Rahmen unserer Dienstleistung der direkten Personalvermittlung ein HR Data Analyst (m/w/d) am Standort Bonn.,Cologne,data analyst
(Junior) Consultant Sap Bw / Bi / Hana (M/W/D),,Bonn•Homeoffice,movisco AG von ITrheinland.de,,Die Vielseitigkeit des Consultings als auch die Gestaltungsmöglichkeiten in den unterschiedlichen Kundenprojekten bieten vielfältige Entfaltungsmöglichkeiten…,Cologne,data analyst
Marketing Analyst (M/W/D),,Köln,Hays,"3,6","Aufsetzen der benötigten Reports und Visualisierung von Ergebnissen.
Explorative Datenanalysen und Deep Dives mit Front- und Backenddaten.",Cologne,data analyst
Data Analyst (M/W/D) – Devops Engineer,,Bonn,Ratbacher,"4,6","Es handelt sich um ein mittelständisches Traditionsunternehmen mit dem Schwerpunkt im Bereich Big Data.
Verantwortung für 70 Linux Server (CentOS, Red Hat)…",Cologne,data analyst
Continuous Improvement & Operations Manager (M/W/D),,Langenfeld,Picnic Technologies,,"As our Continuous Improvement & Operations Manager, you are the bridge between our operations and our strategy.
Wide range of discount promotions and vouchers.",Cologne,data analyst
Product Owner (M/W/D) Insurtech,,Köln,mgmtp von ITrheinland.de,,"Die mgm Cosmo Industrial Insurance Plattform unterstützt unsere Partner in diesen Prozessen.
In unseren Projekten arbeiten Versicherungsexperten, Business…",Cologne,data analyst
Technical Product Owner (M/F/X),,Köln,KI Group,,"Strong affinity for tech and data, especially modern data and AI solutions (especially in the Microsoft Azure environment) and familiarity with DevOps practices…",Cologne,data analyst
(Senior) Business Analyst / Requirements Engineer (M/W/D),,Köln,esentri AG,,"Eigenverantwortliche Erstellung von fachlichen Spezifikationen für die Softwareentwicklung.
Beratung des Kunden zu geeigneten Lösungsansätzen sowie Begleitung…",Cologne,data analyst
Experte Für Marketing Automation Salesforce Marketing Cloud...,,Köln,KA Resources,"4,7","Unser Kunde, eine Agentur für digitale Dienstleistung aus Stuttgart, sucht derzeit einen Experten für Marketing Automation, mit dem IT Schwerpunkt Salesforce…",Cologne,data analyst
Machine Learning Engineer / Data Scientist (W/M/D) - Google...,,Köln,adesso SE,"2,5",Nutzung von Python zum Deployment von production ready data pipelines und modernen Machine Learning Modellen in der Google Cloud.,Cologne,data scientist
Data Analysis / Data Engineering / Data Science (M/F/D),,Köln,Qimia,,"Attractive and individual training opportunities for our employees in the areas of data science, data engineering software development and project management.",Cologne,data scientist
Field Application Scientist For France [M/F/D],,Monheim am Rhein,Resolve BioSciences GmbH,,"Experience in delivering seminars and leading group discussions and data reviews a plus.
The FAS will provide technical education, hands on wet-lab in the…",Cologne,data scientist
(Senior) Data Scientist Nlp (M/W/D) (Rtl Deutschland),,Köln,RTL Deutschland GmbH,,"All das verbindet RTL Deutschland.
Wir sind das berufliche Zuhause für Kreative, Zahlengenies, Strategen und Weiterdenker.",Cologne,data scientist
(Senior) Data Scientist - Python / Tensorflow / Remote (M/W/...,50.000 € pro Jahr,Köln+1 Ort•Homeoffice,Workwise GmbH,,"Problemspezifische Modellentwicklung mit Hilfe von z.B.
NLP, Image Classification, Autoencoder, Active Learning.
R/Java/Scala sind keine Fremdwörter für dich.",Cologne,data scientist
Data Scientist (M/W/D),,Bonn,Aschert & Bohrmann GmbH,,Im Kundenauftrag suchen wir im Rahmen unserer Dienstleistung der Personalvermittlung einen Data Scientist (m/w/d) am Standort Bonn.,Cologne,data scientist
Medical Advisor Oncology (M/F/D),,Leverkusen,Bayer,"4,1","Ability to make considered judgments on available data as well as managing and tracking budget.
The primary purpose of this role is to provide specialist…",Cologne,data scientist
Expert Operations Research Scientist,,Bonn,Oxygen Digital Recruitment,,"Strong coding skills with a passion for data.
Very hands on Machine learning/DS to deploy the models.
Working on a mix of distributed platforms.",Cologne,data scientist
Senior Data Scientist,,Bonn,Oxygen Digital Recruitment,,"Clearly you need to have extensive experience in setting up the infrastructure for Machine Learning alongside ingesting the data, preparing, & modelling…",Cologne,data scientist
(Senior) Data Scientist - Analytics (M/W/D),,Köln,JCFINCH,,"Unser Kunde ist einer der größten Lebensmitteleinzelhändler in Deutschland.
Wir sind exklusiv beauftragt für den Geschäftsbereich Analytics (Teil des…",Cologne,data scientist
Actuarial Data Scientist,,Köln,Oxygen Digital Recruitment,,"A large part of the team either have a PhD in a quantitative field, worked as Data Scientists in high-growth startups, or both.",Cologne,data scientist
(Senior) Data Scientist (W/M/D),,Köln,adSE von ITrheinland.de,,"DEINE ROLLE - DAS WARTET AUF DICH Gestalte gemeinsam mit uns die Line of Business Data Analytics.
In interdisziplinären Projektteams bist du für die fachliche…",Cologne,data scientist
Senior Actuarial Data Scientist,,Köln,Oxygen Digital Recruitment,,"A large part of the team either have a PhD in a quantitative field, worked as Data Scientists in high-growth startups, or both.",Cologne,data scientist
It-Consultant Data Scientist Nlp Specialist (M/W/D),,Langenfeld•Vorübergehend im Homeoffice,DEED Consulting GmbH,,"Mehrjährige Berufserfahrung in der Entwicklung und dem produktiven Einsatz von Machine-Learning-Modellen mit den Schwerpunkten Deep Learning, NLP usw.",Cologne,data scientist
(Senior) Data Analyst (M/W/D) – Köln,,Bonn,KA Resources,"4,7","(Senior) Data Analyst (m/w/d).
Sie entwickeln Lösungsstrategien und übernehmen die Anforderungsanalyse beim Kunden.
R (v.a. Shiny, ggplot2, tidyverse, dplyr,).",Cologne,data scientist
"Für Freelancer: Data Analyst, Webtracking-Fokus",,Nordrhein-Westfalen,,,"Unser Kunde ist Tochterunternehmen eines der Top 5 Medienhäuser Deutschlands und bietet relevante regionale Informationen und Angebote zu allen deutschen Orten,…",Cologne,data analyst
It-Consultant Big Data Analyst / Engineer (M/W/D),,Langenfeld•Vorübergehend im Homeoffice,DEED Consulting GmbH,,"Erweiterte Erfahrungen und Kenntnisse in Datenbankarchitekturen: Kompetenzen zur Datenselektion, -aufbereitung, -analyse und Interpretation.",Cologne,data analyst
Customer Success Manager,,Bonn,RELX,,LexisNexis IP ist Marktführer in der Aufbereitung und Auswertung von Patentdaten für die strategische Unternehmensführung.,Cologne,data analyst
Fullstack Developer (M/W/D) Insurtech,,Köln,mgmtp von ITrheinland.de,,"Die mgm Cosmo Industrial Insurance Plattform unterstützt unsere Partner in diesen Prozessen.
In unseren Projekten arbeiten Versicherungsexperten, Business…",Cologne,data analyst
Fullstack Developer (M/W/D),,Köln,KM/H GmbH Kommunikationsmanagement Motzkau und...,,"Energieanbietern suchen wir einen Data Analyst (m/w/d) mit Motivation die.
Reporting- und Analysestruktur für die von uns betriebenen Web-.",Cologne,data analyst
Agile (Sub) Product Owner (Crm),,Leverkusen,Ascensia Diabetes Care,,"5+ years of experience as business analyst / agile product owner – ideally in the CRM context.
Position PurposeThe position sub-product owner CRM (Marketing…",Cologne,data analyst
Creative Product Owner For International Top Clients (All Ge...,,Köln,Cocomore AG,,Know-how in dealing with a comprehensive set of agile methods as well as a basic understanding of web technologies and the interpretation of web analytics data.,Cologne,data analyst
(Junior) Consultant Sap Bw / Bi / Hana (M/W/D),,Bonn•Homeoffice,movisco AG von ITrheinland.de,,Die Vielseitigkeit des Consultings als auch die Gestaltungsmöglichkeiten in den unterschiedlichen Kundenprojekten bieten vielfältige Entfaltungsmöglichkeiten…,Cologne,data analyst
Marketing Analyst (M/W/D),,Köln,Hays,"3,6","Aufsetzen der benötigten Reports und Visualisierung von Ergebnissen.
Explorative Datenanalysen und Deep Dives mit Front- und Backenddaten.",Cologne,data analyst
Data Analyst (M/W/D) – Devops Engineer,,Bonn,Ratbacher,"4,6","Es handelt sich um ein mittelständisches Traditionsunternehmen mit dem Schwerpunkt im Bereich Big Data.
Verantwortung für 70 Linux Server (CentOS, Red Hat)…",Cologne,data analyst
Continuous Improvement & Operations Manager (M/W/D),,Langenfeld,Picnic Technologies,,"As our Continuous Improvement & Operations Manager, you are the bridge between our operations and our strategy.
Wide range of discount promotions and vouchers.",Cologne,data analyst
Product Owner (M/W/D) Insurtech,,Köln,mgmtp von ITrheinland.de,,"Die mgm Cosmo Industrial Insurance Plattform unterstützt unsere Partner in diesen Prozessen.
In unseren Projekten arbeiten Versicherungsexperten, Business…",Cologne,data analyst
Technical Product Owner (M/F/X),,Köln,KI Group,,"Strong affinity for tech and data, especially modern data and AI solutions (especially in the Microsoft Azure environment) and familiarity with DevOps practices…",Cologne,data analyst
(Senior) Business Analyst / Requirements Engineer (M/W/D),,Köln,esentri AG,,"Eigenverantwortliche Erstellung von fachlichen Spezifikationen für die Softwareentwicklung.
Beratung des Kunden zu geeigneten Lösungsansätzen sowie Begleitung…",Cologne,data analyst
Experte Für Marketing Automation Salesforce Marketing Cloud...,,Köln,KA Resources,"4,7","Unser Kunde, eine Agentur für digitale Dienstleistung aus Stuttgart, sucht derzeit einen Experten für Marketing Automation, mit dem IT Schwerpunkt Salesforce…",Cologne,data analyst
Senior Data Scientist (M/W/D) - Schwerpunkt Reinforcement Le...,,Köln,Alexander Thamm GmbH,,"Data und AI Plattformen sind dein zu Hause.
Du gestaltest und leitest zielstrebig herausfordernde Data Science Projekte in einem interdisziplinärem Team.",Cologne,data scientist
Machine Learning Engineer / Data Scientist (W/M/D) - Google...,,Köln,adesso SE,"2,5",Nutzung von Python zum Deployment von production ready data pipelines und modernen Machine Learning Modellen in der Google Cloud.,Cologne,data scientist
Data Analysis / Data Engineering / Data Science (M/F/D),,Köln,Qimia,,"Attractive and individual training opportunities for our employees in the areas of data science, data engineering software development and project management.",Cologne,data scientist
Field Application Scientist For France [M/F/D],,Monheim am Rhein,Resolve BioSciences GmbH,,"Experience in delivering seminars and leading group discussions and data reviews a plus.
The FAS will provide technical education, hands on wet-lab in the…",Cologne,data scientist
(Senior) Data Scientist Nlp (M/W/D) (Rtl Deutschland),,Köln,RTL Deutschland GmbH,,"All das verbindet RTL Deutschland.
Wir sind das berufliche Zuhause für Kreative, Zahlengenies, Strategen und Weiterdenker.",Cologne,data scientist
Data Scientist (M/W/D),,Bonn,Aschert & Bohrmann GmbH,,Im Kundenauftrag suchen wir im Rahmen unserer Dienstleistung der Personalvermittlung einen Data Scientist (m/w/d) am Standort Bonn.,Cologne,data scientist
Medical Advisor Oncology (M/F/D),,Leverkusen,Bayer,"4,1","Ability to make considered judgments on available data as well as managing and tracking budget.
The primary purpose of this role is to provide specialist…",Cologne,data scientist
Expert Operations Research Scientist,,Bonn,Oxygen Digital Recruitment,,"Strong coding skills with a passion for data.
Very hands on Machine learning/DS to deploy the models.
Working on a mix of distributed platforms.",Cologne,data scientist
Für Freelancer: Data Scientist Ml Für Nlp Text Analytics,,Nordrhein-Westfalen,,,"Unser Kunde ist führender internationaler Bewegtbildanbieter und ist mit 14 erfolgreichen Brands präsent auf allen Screens, vom TV über PC und Tablet bis…",Cologne,data scientist
Computer Scientist - Product Owner Digital Capabilities (M/F...,,Köln,Yello Strom GmbH,,"Stakeholder management, continuous coordination and cooperation at eye level with interface teams (e.g. DWH, operations or data protection) are ""daily business""…",Cologne,data scientist
(Senior) Data Scientist - Analytics (M/W/D),,Köln,JCFINCH,,"Unser Kunde ist einer der größten Lebensmitteleinzelhändler in Deutschland.
Wir sind exklusiv beauftragt für den Geschäftsbereich Analytics (Teil des…",Cologne,data scientist
(Senior) Data Scientist (W/M/D),,Köln,adSE von ITrheinland.de,,"DEINE ROLLE - DAS WARTET AUF DICH Gestalte gemeinsam mit uns die Line of Business Data Analytics.
In interdisziplinären Projektteams bist du für die fachliche…",Cologne,data scientist
Senior Actuarial Data Scientist,,Köln+1 Ort,Oxygen Digital Recruitment,,"A large part of the team either have a PhD in a quantitative field, worked as Data Scientists in high-growth startups, or both.",Cologne,data scientist
It-Consultant Data Scientist Nlp Specialist (M/W/D),,Langenfeld•Vorübergehend im Homeoffice,DEED Consulting GmbH,,"Mehrjährige Berufserfahrung in der Entwicklung und dem produktiven Einsatz von Machine-Learning-Modellen mit den Schwerpunkten Deep Learning, NLP usw.",Cologne,data scientist
(Senior) Data Analyst (M/W/D) – Köln,,Bonn,KA Resources,"4,7","(Senior) Data Analyst (m/w/d).
Sie entwickeln Lösungsstrategien und übernehmen die Anforderungsanalyse beim Kunden.
R (v.a. Shiny, ggplot2, tidyverse, dplyr,).",Cologne,data scientist
Data Management/ Data Analyst (M/W/D),,Köln,Progressive Recruitment NL,,"Dein Verantwortungsbereich - Du verantwortest die Zielgruppenselektion für Marketing-Maßnahmen mit dem Ziel, unsere Marketing-Investitionen effektiver und…",Cologne,data analyst
It-Consultant Big Data Analyst / Engineer (M/W/D),,Langenfeld•Vorübergehend im Homeoffice,DEED Consulting GmbH,,"Erweiterte Erfahrungen und Kenntnisse in Datenbankarchitekturen: Kompetenzen zur Datenselektion, -aufbereitung, -analyse und Interpretation.",Cologne,data analyst
Customer Success Manager,,Bonn,RELX,,LexisNexis IP ist Marktführer in der Aufbereitung und Auswertung von Patentdaten für die strategische Unternehmensführung.,Cologne,data analyst
Fullstack Developer (M/W/D) Insurtech,,Köln,mgmtp von ITrheinland.de,,"Die mgm Cosmo Industrial Insurance Plattform unterstützt unsere Partner in diesen Prozessen.
In unseren Projekten arbeiten Versicherungsexperten, Business…",Cologne,data analyst
